GEO_ID,NAME,P9_001N,P9_002N,P9_003N,P9_004N,P9_005N,P9_006N,P9_007N,P9_008N,P9_009N,P9_010N,P9_011N
860Z200US10573,10573,41758,22284,19474,18501,15097,1500,25,1458,0,421,973
860Z200US10576,10576,5099,347,4752,4514,4257,66,3,167,0,21,238
860Z200US10577,10577,6008,801,5207,4987,3331,358,3,1276,2,17,220
860Z200US10578,10578,721,107,614,575,538,12,0,22,0,3,39
860Z200US10579,10579,8633,1150,7483,7176,6739,205,5,177,4,46,307
860Z200US10580,10580,18268,1501,16767,16006,14433,199,14,1290,4,66,761
860Z200US10583,10583,41589,2822,38767,37042,27615,956,15,8163,2,291,1725
860Z200US10588,10588,2430,391,2039,1951,1731,85,3,116,1,15,88
860Z200US10589,10589,8510,532,7978,7787,7391,88,0,284,0,24,191
860Z200US10590,10590,6556,567,5989,5711,5371,92,4,208,0,36,278
860Z200US10591,10591,23301,8363,14938,14251,11734,1108,18,1232,2,157,687
860Z200US10594,10594,5028,595,4433,4329,4031,39,4,237,0,18,104
860Z200US10595,10595,7264,991,6273,6041,5198,400,6,393,0,44,232
860Z200US10596,10596,1519,389,1130,1086,1027,40,0,16,0,3,44
860Z200US10597,10597,1000,31,969,938,900,5,0,28,0,5,31
860Z200US10598,10598,29040,3659,25381,24616,22086,870,20,1517,2,121,765
860Z200US10601,10601,11882,3702,8180,7810,4408,1915,9,1385,1,92,370
860Z200US10603,10603,18033,5129,12904,12301,6499,4089,13,1526,1,173,603
860Z200US10604,10604,11526,3351,8175,7886,6409,690,10,693,2,82,289
860Z200US10605,10605,19438,3926,15512,14909,12397,1257,6,1072,10,167,603
860Z200US10606,10606,16929,7804,9125,8646,5117,2101,10,1232,0,186,479
860Z200US10607,10607,7441,2077,5364,5118,2190,1866,12,975,1,74,246
860Z200US10701,10701,68704,34099,34605,32992,13380,16138,124,2768,10,572,1613
860Z200US10703,10703,22571,10262,12309,11735,6708,3532,44,1262,6,183,574
860Z200US10704,10704,32426,9491,22935,22158,16784,2795,50,2224,2,303,777
860Z200US10705,10705,41785,24792,16993,16137,7333,6221,83,2066,6,428,856
860Z200US10706,10706,9339,1030,8309,7820,6907,216,4,627,1,65,489
860Z200US10707,10707,10553,1299,9254,8943,7396,655,3,823,2,64,311
860Z200US10708,10708,22299,3016,19283,18485,15756,1170,9,1374,4,172,798
860Z200US10709,10709,10131,907,9224,8941,7833,170,0,871,1,66,283
860Z200US10710,10710,26725,7187,19538,18931,11841,3466,20,3396,5,203,607
860Z200US10801,10801,42949,17919,25030,23836,11263,10005,60,1970,8,530,1194
860Z200US10803,10803,13255,1705,11550,10893,9105,733,11,856,10,178,657
860Z200US10804,10804,14455,1252,13203,12727,10767,1164,8,666,6,116,476
860Z200US10805,10805,18479,6843,11636,11141,7053,2937,26,923,5,197,495
860Z200US10901,10901,25145,4302,20843,20202,16988,1526,44,1437,4,203,641
860Z200US10910,10910,34,1,33,31,29,1,0,1,0,0,2
860Z200US10911,10911,27,10,17,11,3,1,2,5,0,0,6
860Z200US10913,10913,5647,790,4857,4707,4124,202,5,368,0,8,150
860Z200US10914,10914,605,111,494,472,423,27,2,18,0,2,22
860Z200US10915,10915,81,19,62,62,61,1,0,0,0,0,0
860Z200US10916,10916,4604,639,3965,3802,3504,146,5,120,0,27,163
860Z200US10917,10917,1973,426,1547,1488,1177,132,1,160,0,18,59
860Z200US10918,10918,12547,2283,10264,9807,8155,1018,15,497,2,120,457
860Z200US10919,10919,1123,210,913,880,752,93,8,18,0,9,33
860Z200US10920,10920,8727,1509,7218,7030,5383,362,8,1231,0,46,188
860Z200US10921,10921,4205,758,3447,3309,2903,271,9,103,1,22,138
860Z200US10922,10922,1026,139,887,844,740,48,1,45,0,10,43
860Z200US10923,10923,9489,3707,5782,5561,3535,1511,5,452,2,56,221
860Z200US10924,10924,14006,2985,11021,10680,9413,708,27,466,1,65,341
860Z200US10925,10925,4341,568,3773,3626,3415,74,11,86,0,40,147
860Z200US10926,10926,3645,932,2713,2575,1714,512,1,323,2,23,138
860Z200US10927,10927,12323,8758,3565,3417,2011,1047,24,271,3,61,148
860Z200US10928,10928,4637,1163,3474,3234,2499,560,16,119,0,40,240
860Z200US10930,10930,9331,2021,7310,7041,5589,710,10,514,0,218,269
860Z200US10931,10931,967,295,672,578,367,123,31,47,0,10,94
860Z200US10932,10932,47,5,42,42,41,1,0,0,0,0,0
860Z200US10933,10933,445,58,387,381,356,20,0,3,0,2,6
860Z200US10940,10940,52803,18977,33826,31938,19634,9648,122,2011,10,513,1888
860Z200US10941,10941,14549,3861,10688,10109,6540,2722,51,647,1,148,579
860Z200US10950,10950,62741,7206,55535,53901,41304,1915,71,1231,16,9364,1634
860Z200US10952,10952,47426,1714,45712,44895,41362,1838,31,741,3,920,817
860Z200US10953,10953,57,13,44,37,23,5,0,9,0,0,7
860Z200US10954,10954,24248,5137,19111,18532,12168,2955,22,3215,2,170,579
860Z200US10956,10956,32499,4937,27562,26788,20352,2327,24,3826,3,256,774
860Z200US10958,10958,3562,626,2936,2816,2374,312,2,108,0,20,120
860Z200US10960,10960,14680,2472,12208,11616,8296,2577,9,633,3,98,592
860Z200US10962,10962,5049,714,4335,4205,3220,175,0,771,1,38,130
860Z200US10963,10963,3663,690,2973,2887,2144,562,14,151,0,16,86
860Z200US10964,10964,1457,114,1343,1294,1095,18,2,173,1,5,49
860Z200US10965,10965,15342,1654,13688,13392,12491,249,4,550,1,97,296
860Z200US10968,10968,2435,288,2147,2057,1767,71,0,187,1,31,90
860Z200US10969,10969,1282,207,1075,1023,945,33,3,29,0,13,52
860Z200US10970,10970,11211,2854,8357,8077,5422,1849,3,670,2,131,280
860Z200US10973,10973,2053,306,1747,1690,1537,85,5,54,0,9,57
860Z200US10974,10974,3395,597,2798,2688,2362,179,7,103,0,37,110
860Z200US10975,10975,267,61,206,199,171,21,0,2,0,5,7
860Z200US10976,10976,2269,374,1895,1850,1411,202,0,227,0,10,45
860Z200US10977,10977,71049,16270,54779,53499,36909,13382,131,2033,10,1034,1280
860Z200US10979,10979,115,24,91,88,83,0,0,5,0,0,3
860Z200US10980,10980,13289,2977,10312,9958,8503,862,10,497,3,83,354
860Z200US10983,10983,5777,823,4954,4771,3913,110,9,700,0,39,183
860Z200US10984,10984,2680,741,1939,1881,1449,279,0,143,0,10,58
860Z200US10985,10985,147,26,121,114,103,8,0,0,0,3,7
860Z200US10986,10986,1858,321,1537,1487,1329,101,3,50,0,4,50
860Z200US10987,10987,4454,572,3882,3766,3218,263,0,261,0,24,116
860Z200US10988,10988,603,56,547,526,493,22,0,3,0,8,21
860Z200US10989,10989,8993,1423,7570,7285,5649,666,6,928,3,33,285
860Z200US10990,10990,19877,2467,17410,16753,15527,757,26,323,2,118,657
860Z200US10992,10992,9301,2193,7108,6822,5765,799,18,185,3,52,286
860Z200US10993,10993,5113,2723,2390,2295,1103,911,5,262,0,14,95
860Z200US10994,10994,7242,947,6295,6110,4909,252,5,893,0,51,185
860Z200US10996,10996,7276,764,6512,6241,4996,725,42,434,28,16,271
860Z200US10998,10998,3588,483,3105,2996,2833,95,7,37,0,24,109
860Z200US11001,11001,27662,4051,23611,22886,15047,1496,48,6000,5,290,725
860Z200US11003,11003,43979,9743,34236,32618,5900,19206,125,6442,16,929,1618
860Z200US11004,11004,13608,1606,12002,11592,4101,854,29,6325,8,275,410
860Z200US11005,11005,1945,46,1899,1872,1808,16,0,43,0,5,27
860Z200US11010,11010,25013,4298,20715,20215,16633,587,24,2757,6,208,500
860Z200US11020,11020,6363,532,5831,5662,2094,406,3,3120,0,39,169
860Z200US11021,11021,19376,1279,18097,17568,11230,397,14,5795,4,128,529
860Z200US11023,11023,10213,585,9628,9270,7483,75,3,1622,0,87,358
860Z200US11024,11024,8623,788,7835,7406,6670,154,0,530,4,48,429
860Z200US11030,11030,17898,1030,16868,16402,12215,156,16,3941,4,70,466
860Z200US11040,11040,43075,4238,38837,37807,16671,627,110,19955,18,426,1030
860Z200US11042,11042,19,3,16,12,4,1,0,7,0,0,4
860Z200US11050,11050,31512,5634,25878,24976,21027,490,16,3295,7,141,902
860Z200US11096,11096,9645,5187,4458,4305,2033,1784,7,370,3,108,153
860Z200US11101,11101,48867,10942,37925,35855,15169,6070,85,13928,36,567,2070
860Z200US11102,11102,37468,10436,27032,25509,16654,3019,77,5253,16,490,1523
860Z200US11103,11103,37362,8964,28398,26669,20304,603,26,5096,10,630,1729
860Z200US11104,11104,27407,7899,19508,18551,11062,514,18,6682,16,259,957
860Z200US11105,11105,38001,7372,30629,29181,23902,790,26,4026,8,429,1448
860Z200US11106,11106,41722,10781,30941,29206,17448,2844,47,8180,19,668,1735
860Z200US11109,11109,8400,829,7571,7177,4687,262,1,2032,1,194,394
860Z200US11201,11201,69703,7866,61837,57981,39730,7261,66,10407,9,508,3856
860Z200US11203,11203,81824,5892,75932,70416,4327,63118,154,1689,32,1096,5516
860Z200US11204,11204,85885,10937,74948,72738,42895,839,48,27443,17,1496,2210
860Z200US11205,11205,50474,8103,42371,40361,24411,10538,101,4150,21,1140,2010
860Z200US11206,11206,91549,31978,59571,56838,31919,17166,113,6411,38,1191,2733
860Z200US11207,11207,100330,34236,66094,61564,5031,53052,277,2078,39,1087,4530
860Z200US11208,11208,101958,43870,58088,53587,2054,35701,467,12662,27,2676,4501
860Z200US11209,11209,73239,13371,59868,57539,45261,1583,60,10002,7,626,2329
860Z200US11210,11210,62805,5386,57419,53971,18419,31565,98,2946,11,932,3448
860Z200US11211,11211,68540,16186,52354,49887,42328,2463,69,4066,22,939,2467
860Z200US11212,11212,91574,16956,74618,70033,1616,66476,229,841,29,842,4585
860Z200US11213,11213,67217,7947,59270,55953,16092,36680,84,1616,13,1468,3317
860Z200US11214,11214,96560,14849,81711,78831,37469,1285,56,39557,16,448,2880
860Z200US11215,11215,67493,10231,57262,53264,44402,2699,56,5556,19,532,3998
860Z200US11216,11216,61251,7380,53871,50225,18005,27812,119,3631,25,633,3646
860Z200US11217,11217,42417,6902,35515,33039,21259,7336,59,4017,21,347,2476
860Z200US11218,11218,78642,14090,64552,61034,37060,5686,96,16909,10,1273,3518
860Z200US11219,11219,103447,12312,91135,89094,57546,1025,52,26908,10,3553,2041
860Z200US11220,11220,105797,38808,66989,65585,13611,1744,100,49515,19,596,1404
860Z200US11221,11221,89222,29570,59652,55725,19077,31380,185,4222,66,795,3927
860Z200US11222,11222,41957,6664,35293,33518,29174,1298,49,2688,13,296,1775
860Z200US11223,11223,83519,12303,71216,68850,40556,3134,40,24483,7,630,2366
860Z200US11224,11224,46019,8372,37647,36441,21962,10005,56,4053,23,342,1206
860Z200US11225,11225,58786,6419,52367,49068,15192,30983,85,1895,12,901,3299
860Z200US11226,11226,101727,17326,84401,78836,13687,59232,198,4605,28,1086,5565
860Z200US11228,11228,45906,6015,39891,39172,20943,328,33,17679,10,179,719
860Z200US11229,11229,83669,7514,76155,73149,48143,4355,67,20060,15,509,3006
860Z200US11230,11230,91391,9344,82047,78236,54236,6537,55,16123,14,1271,3811
860Z200US11231,11231,37240,7029,30211,28247,21822,3885,34,2209,18,279,1964
860Z200US11232,11232,30181,14684,15497,14701,7029,1991,35,5388,8,250,796
860Z200US11233,11233,75399,12805,62594,58759,7631,48599,243,1656,16,614,3835
860Z200US11234,11234,92133,8528,83605,80026,33397,38230,126,7328,10,935,3579
860Z200US11235,11235,88482,8564,79918,76705,59068,2537,48,14468,16,568,3213
860Z200US11236,11236,100687,7927,92760,87460,3573,80746,150,1943,18,1030,5300
860Z200US11237,11237,49418,28219,21199,19717,12219,3160,103,3636,30,569,1482
860Z200US11238,11238,60090,7222,52868,49178,26363,17436,72,4729,17,561,3690
860Z200US11239,11239,17038,3344,13694,13055,2595,9873,33,424,0,130,639
860Z200US11249,11249,42024,7194,34830,33318,28302,1934,41,2465,12,564,1512
860Z200US11354,11354,61276,9785,51491,50688,7441,1894,27,41026,9,291,803
860Z200US11355,11355,89465,12228,77237,76356,4751,1984,63,69106,7,445,881
860Z200US11356,11356,28310,12086,16224,15812,5329,415,31,9864,3,170,412
860Z200US11357,11357,42319,6232,36087,35483,22801,380,12,12061,7,222,604
860Z200US11358,11358,40435,7462,32973,32401,11437,471,12,20298,6,177,572
860Z200US11359,11359,0,0,0,0,0,0,0,0,0,0,0
860Z200US11360,11360,20039,2253,17786,17420,10320,365,11,6596,2,126,366
860Z200US11361,11361,29116,4334,24782,24223,10172,799,15,13073,6,158,559
860Z200US11362,11362,18139,1724,16415,16096,7109,336,11,8548,2,90,319
860Z200US11363,11363,7208,780,6428,6216,3294,72,5,2810,0,35,212
860Z200US11364,11364,37032,3783,33249,32507,10550,1007,21,20694,0,235,742
860Z200US11365,11365,46908,8546,38362,37218,10197,3867,66,22692,5,391,1144
860Z200US11366,11366,14430,1928,12502,12068,4758,777,10,6305,4,214,434
860Z200US11367,11367,43112,6809,36303,35026,17792,3274,57,13334,7,562,1277
860Z200US11368,11368,117110,89135,27975,26682,4417,8172,195,12848,21,1029,1293
860Z200US11369,11369,40805,26273,14532,13883,2413,5171,86,5709,9,495,649
860Z200US11370,11370,34683,14711,19972,19503,8098,2772,36,8230,13,354,469
860Z200US11371,11371,0,0,0,0,0,0,0,0,0,0,0
860Z200US11372,11372,68000,36755,31245,29867,11028,1104,99,16857,16,763,1378
860Z200US11373,11373,105712,42005,63707,62312,5420,1589,133,54436,18,716,1395
860Z200US11374,11374,47129,9037,38092,35945,18561,1395,62,15284,4,639,2147
860Z200US11375,11375,72851,10801,62050,58866,34261,2132,37,21575,11,850,3184
860Z200US11377,11377,91512,32539,58973,57171,16647,2567,96,37026,20,815,1802
860Z200US11378,11378,38288,12486,25802,25252,18233,541,27,6107,13,331,550
860Z200US11379,11379,37906,8180,29726,28981,23271,434,31,5017,7,221,745
860Z200US11385,11385,100883,43183,57700,55499,44151,2842,97,7478,35,896,2201
860Z200US11411,11411,19579,1419,18160,17325,270,16421,64,313,7,250,835
860Z200US11412,11412,37958,3601,34357,32297,388,29646,145,1334,25,759,2060
860Z200US11413,11413,42978,3645,39333,37250,621,35272,163,579,14,601,2083
860Z200US11414,11414,27320,6865,20455,19846,17123,842,28,1584,10,259,609
860Z200US11415,11415,20241,5299,14942,14118,8279,1569,40,3840,0,390,824
860Z200US11416,11416,28381,11414,16967,15502,2595,1700,304,9341,13,1549,1465
860Z200US11417,11417,31229,11246,19983,18290,5193,2580,378,8144,6,1989,1693
860Z200US11418,11418,37596,16711,20885,19011,5418,2914,372,8223,45,2039,1874
860Z200US11419,11419,47430,8495,38935,33673,1867,6056,1405,16693,73,7579,5262
860Z200US11420,11420,47383,9120,38263,32530,2492,10483,1457,11330,97,6671,5733
860Z200US11421,11421,42586,25004,17582,16548,5735,1739,148,7797,22,1107,1034
860Z200US11422,11422,32839,3324,29515,27932,982,25587,114,720,10,519,1583
860Z200US11423,11423,31985,5138,26847,24739,2442,11061,330,8378,38,2490,2108
860Z200US11424,11424,0,0,0,0,0,0,0,0,0,0,0
860Z200US11426,11426,19343,3111,16232,15687,4848,1027,69,9294,13,436,545
860Z200US11427,11427,24555,3997,20558,19475,3605,5063,154,9324,32,1297,1083
860Z200US11428,11428,19516,4418,15098,13592,1449,3973,265,5982,21,1902,1506
860Z200US11429,11429,25895,3568,22327,20963,557,17565,110,1991,16,724,1364
860Z200US11430,11430,571,139,432,421,74,337,1,6,0,3,11
860Z200US11432,11432,65743,14933,50810,48421,6949,9791,279,29313,69,2020,2389
860Z200US11433,11433,39071,7483,31588,29455,497,20833,292,6421,45,1367,2133
860Z200US11434,11434,66964,7223,59741,56066,926,50652,393,2552,57,1486,3675
860Z200US11435,11435,58980,18245,40735,37794,6261,12781,676,15391,38,2647,2941
860Z200US11436,11436,20620,3042,17578,15651,333,10773,428,2419,50,1648,1927
860Z200US11439,11439,2376,436,1940,1808,1160,469,2,167,0,10,132
860Z200US11451,11451,1,0,1,1,1,0,0,0,0,0,0
860Z200US11501,11501,21189,4094,17095,16460,12814,519,13,2902,3,209,635
860Z200US11507,11507,7449,544,6905,6741,3503,62,5,3118,1,52,164
860Z200US11509,11509,2433,123,2310,2252,2183,4,0,43,0,22,58
860Z200US11510,11510,34617,7581,27036,25710,10877,12645,52,1592,8,536,1326
860Z200US11514,11514,4635,683,3952,3816,3177,152,6,437,0,44,136
860Z200US11516,11516,8394,1085,7309,7163,6718,159,0,202,0,84,146
860Z200US11518,11518,10869,1502,9367,9135,8495,272,6,312,0,50,232
860Z200US11520,11520,45121,21646,23475,22203,7694,13049,89,797,20,554,1272
860Z200US11530,11530,28851,2079,26772,26122,23539,392,17,2038,7,129,650
860Z200US11542,11542,29171,9831,19340,18772,15408,1598,58,1527,2,179,568
860Z200US11545,11545,12008,979,11029,10758,9262,119,9,1294,1,73,271
860Z200US11547,11547,995,69,926,904,810,8,0,82,0,4,22
860Z200US11548,11548,2313,203,2110,2038,1665,25,0,329,0,19,72
860Z200US11549,11549,2337,246,2091,1956,1458,266,4,196,8,24,135
860Z200US11550,11550,61901,30606,31295,29854,4262,23460,151,1315,19,647,1441
860Z200US11552,11552,24903,4757,20146,19375,12031,5280,44,1635,0,385,771
860Z200US11553,11553,26929,12275,14654,14021,2143,10941,63,617,4,253,633
860Z200US11554,11554,37796,6048,31748,30832,22039,1668,39,6758,11,317,916
860Z200US11556,11556,18,7,11,5,3,2,0,0,0,0,6
860Z200US11557,11557,8659,1003,7656,7424,6380,327,7,651,1,58,232
860Z200US11558,11558,8954,2294,6660,6439,5692,244,15,381,8,99,221
860Z200US11559,11559,8709,1142,7567,7414,6860,246,2,172,1,133,153
860Z200US11560,11560,6860,1136,5724,5563,5162,101,1,266,1,32,161
860Z200US11561,11561,39132,5610,33522,32579,29237,1837,42,1162,21,280,943
860Z200US11563,11563,23349,4222,19127,18426,15270,1509,23,1456,1,167,701
860Z200US11565,11565,8845,1143,7702,7488,6349,492,11,518,0,118,214
860Z200US11566,11566,35147,3459,31688,30912,28403,670,11,1610,2,216,776
860Z200US11568,11568,4168,311,3857,3712,2162,568,3,956,0,23,145
860Z200US11569,11569,1527,62,1465,1437,1407,8,0,18,0,4,28
860Z200US11570,11570,29023,3623,25400,24668,21148,2640,36,694,0,150,732
860Z200US11572,11572,31157,4385,26772,26034,24066,611,18,1134,1,204,738
860Z200US11575,11575,18048,8178,9870,9440,355,8695,32,180,6,172,430
860Z200US11576,11576,12962,674,12288,11980,8866,119,6,2934,2,53,308
860Z200US11577,11577,12695,1254,11441,11136,7427,451,17,3156,2,83,305
860Z200US11579,11579,5039,461,4578,4398,4153,82,2,146,1,14,180
860Z200US11580,11580,43026,9896,33130,31400,9345,12522,164,8277,19,1073,1730
860Z200US11581,11581,23183,4295,18888,18177,10515,3897,43,3206,11,505,711
860Z200US11590,11590,47838,16031,31807,30694,16165,8696,62,5424,7,340,1113
860Z200US11596,11596,10849,919,9930,9627,7135,90,6,2327,2,67,303
860Z200US11598,11598,14515,836,13679,13482,12406,437,7,459,4,169,197
860Z200US11691,11691,64673,17400,47273,44689,13960,27770,250,1526,45,1138,2584
860Z200US11692,11692,22776,5438,17338,16257,2473,12188,119,1102,14,361,1081
860Z200US11693,11693,12467,2708,9759,9349,5527,3164,27,457,0,174,410
860Z200US11694,11694,19780,2895,16885,16403,14009,1738,16,455,10,175,482
860Z200US11697,11697,4468,149,4319,4264,4219,6,2,13,0,24,55
860Z200US11701,11701,27831,7971,19860,19084,9408,8826,108,461,10,271,776
860Z200US11702,11702,14580,1386,13194,12802,12069,297,9,350,1,76,392
860Z200US11703,11703,16635,3100,13535,13073,10239,1687,21,993,1,132,462
860Z200US11704,11704,40367,7987,32380,31228,24138,5398,76,1376,4,236,1152
860Z200US11705,11705,7951,704,7247,7039,6722,142,4,136,2,33,208
860Z200US11706,11706,66263,29735,36528,34844,22123,9077,143,2815,16,670,1684
860Z200US11709,11709,6748,704,6044,5888,5691,32,3,140,1,21,156
860Z200US11710,11710,35155,3772,31383,30435,27290,804,9,2156,3,173,948
860Z200US11713,11713,10970,3034,7936,7467,4976,2033,95,286,1,76,469
860Z200US11714,11714,22989,2681,20308,19810,16667,239,7,2789,7,101,498
860Z200US11715,11715,4423,258,4165,4058,3953,38,3,45,0,19,107
860Z200US11716,11716,10315,1098,9217,9002,8453,178,2,354,0,15,215
860Z200US11717,11717,62193,46897,15296,14501,5806,6759,91,1134,6,705,795
860Z200US11718,11718,3181,250,2931,2849,2718,82,0,46,0,3,82
860Z200US11719,11719,3447,330,3117,3000,2747,194,10,36,0,13,117
860Z200US11720,11720,28623,4746,23877,23096,19562,884,31,2492,6,121,781
860Z200US11721,11721,6318,345,5973,5789,5578,35,4,129,1,42,184
860Z200US11722,11722,37491,22300,15191,14390,5528,7157,98,1122,11,474,801
860Z200US11724,11724,3268,217,3051,2932,2776,14,1,128,0,13,119
860Z200US11725,11725,28838,2330,26508,25911,23145,512,21,2084,4,145,597
860Z200US11726,11726,20763,9920,10843,10380,6980,2764,50,401,1,184,463
860Z200US11727,11727,29716,5967,23749,22668,16604,4167,43,1652,7,195,1081
860Z200US11729,11729,28569,5206,23363,22594,14979,3977,75,3296,1,266,769
860Z200US11730,11730,14523,1509,13014,12682,12069,223,9,319,0,62,332
860Z200US11731,11731,30353,2930,27423,26689,24605,441,18,1488,4,133,734
860Z200US11732,11732,3638,278,3360,3273,2982,46,0,229,2,14,87
860Z200US11733,11733,17967,1571,16396,15844,13691,220,13,1832,4,84,552
860Z200US11735,11735,32989,5446,27543,26828,22948,1441,24,2211,14,190,715
860Z200US11738,11738,16732,2914,13818,13334,11754,613,9,847,4,107,484
860Z200US11739,11739,1385,92,1293,1265,1230,15,1,19,0,0,28
860Z200US11740,11740,9593,983,8610,8333,7373,433,5,481,0,41,277
860Z200US11741,11741,27046,3272,23774,23199,21199,678,20,1167,3,132,575
860Z200US11742,11742,12699,1669,11030,10724,9595,300,12,752,1,64,306
860Z200US11743,11743,41522,4870,36652,35509,31149,2199,26,1917,5,213,1143
860Z200US11746,11746,69040,19076,49964,48221,36291,4602,65,6748,13,502,1743
860Z200US11747,11747,20133,1402,18731,18241,15289,853,14,2003,3,79,490
860Z200US11749,11749,3567,1135,2432,2340,1651,437,5,219,0,28,92
860Z200US11751,11751,14790,2226,12564,12180,11109,538,17,431,2,83,384
860Z200US11752,11752,9758,1619,8139,7929,7315,299,20,244,1,50,210
860Z200US11753,11753,13084,434,12650,12406,5698,207,5,6431,2,63,244
860Z200US11754,11754,18472,1513,16959,16551,15634,201,7,629,0,80,408
860Z200US11755,11755,12118,1387,10731,10411,9094,305,9,959,0,44,320
860Z200US11756,11756,42501,7567,34934,33776,27637,599,64,5213,6,257,1158
860Z200US11757,11757,45157,8646,36511,35432,32438,1354,39,1365,0,236,1079
860Z200US11758,11758,54226,5547,48679,47415,43346,2554,30,1265,5,215,1264
860Z200US11762,11762,22439,1648,20791,20367,19667,161,12,444,0,83,424
860Z200US11763,11763,29055,7627,21428,20547,16767,2690,64,843,6,177,881
860Z200US11764,11764,12566,962,11604,11297,10705,183,10,357,7,35,307
860Z200US11765,11765,701,99,602,578,520,17,0,41,0,0,24
860Z200US11766,11766,11888,980,10908,10641,9832,155,15,597,0,42,267
860Z200US11767,11767,14379,1355,13024,12691,11548,268,12,771,0,92,333
860Z200US11768,11768,21433,1328,20105,19583,18896,139,11,459,1,77,522
860Z200US11769,11769,9250,655,8595,8403,8145,101,6,129,2,20,192
860Z200US11770,11770,331,36,295,276,242,21,1,7,0,5,19
860Z200US11771,11771,10322,1613,8709,8439,7598,267,10,530,2,32,270
860Z200US11772,11772,44459,11588,32871,31630,28045,2314,89,979,10,193,1241
860Z200US11776,11776,24205,4676,19529,18847,16742,910,23,1028,3,141,682
860Z200US11777,11777,9346,863,8483,8155,7365,129,3,602,2,54,328
860Z200US11778,11778,12449,1538,10911,10497,10068,154,13,229,3,30,414
860Z200US11779,11779,38250,5674,32576,31483,27382,1281,33,2447,15,325,1093
860Z200US11780,11780,15508,1191,14317,13972,13201,117,12,600,2,40,345
860Z200US11782,11782,15682,1044,14638,14259,13727,175,10,284,4,59,379
860Z200US11783,11783,21299,1875,19424,18955,18118,175,5,573,0,84,469
860Z200US11784,11784,24794,4714,20080,19333,16277,1079,40,1772,3,162,747
860Z200US11786,11786,6287,515,5772,5571,5306,81,3,159,0,22,201
860Z200US11787,11787,35361,3264,32097,31151,29062,466,7,1444,0,172,946
860Z200US11788,11788,16273,1863,14410,14046,12174,465,10,1314,1,82,364
860Z200US11789,11789,7640,783,6857,6614,6309,127,13,138,5,22,243
860Z200US11790,11790,21519,1917,19602,18779,12348,3150,3,3119,2,157,823
860Z200US11791,11791,25879,1279,24600,23965,14919,182,20,8743,4,97,635
860Z200US11792,11792,8528,741,7787,7542,7219,149,0,140,0,34,245
860Z200US11793,11793,32121,2994,29127,28446,27057,252,7,987,0,143,681
860Z200US11794,11794,1779,283,1496,1410,481,572,2,335,0,20,86
860Z200US11795,11795,25344,2445,22899,22385,21694,141,6,497,2,45,514
860Z200US11796,11796,3676,274,3402,3318,3226,40,2,46,0,4,84
860Z200US11797,11797,9452,532,8920,8782,6988,126,2,1623,0,43,138
860Z200US11798,11798,17215,6199,11016,10448,1043,8703,45,447,0,210,568
860Z200US11801,11801,41779,7777,34002,32977,18317,736,76,13529,7,312,1025
860Z200US11803,11803,30049,1780,28269,27673,21567,133,24,5837,1,111,596
860Z200US11804,11804,4972,254,4718,4599,4038,16,0,529,0,16,119
860Z200US11901,11901,30936,11123,19813,19086,15465,3018,70,358,7,168,727
860Z200US11930,11930,2062,207,1855,1809,1713,42,2,25,2,25,46
860Z200US11931,11931,40,2,38,38,36,0,0,2,0,0,0
860Z200US11932,11932,2129,316,1813,1747,1509,184,2,43,0,9,66
860Z200US11933,11933,6899,1062,5837,5653,5172,385,13,50,1,32,184
860Z200US11934,11934,8364,1156,7208,6970,6606,227,7,108,0,22,238
860Z200US11935,11935,3432,420,3012,2955,2879,36,1,28,1,10,57
860Z200US11937,11937,19968,6190,13778,13290,12344,440,39,345,8,114,488
860Z200US11939,11939,1048,109,939,912,881,11,2,11,1,6,27
860Z200US11940,11940,5396,524,4872,4743,4533,99,6,73,0,32,129
860Z200US11941,11941,2605,344,2261,2188,2117,37,1,20,2,11,73
860Z200US11942,11942,5571,1030,4541,4420,4275,38,5,78,0,24,121
860Z200US11944,11944,4801,1337,3464,3341,2975,282,4,53,0,27,123
860Z200US11946,11946,15535,5933,9602,9327,8838,168,27,182,1,111,275
860Z200US11947,11947,55,0,55,54,52,0,0,2,0,0,1
860Z200US11948,11948,1212,211,1001,987,964,3,4,9,0,7,14
860Z200US11949,11949,14663,1501,13162,12728,12065,334,12,258,0,59,434
860Z200US11950,11950,16233,4855,11378,10724,8383,1533,258,410,10,130,654
860Z200US11951,11951,13827,3037,10790,10108,8005,1745,63,205,4,86,682
860Z200US11952,11952,4701,560,4141,4025,3891,68,3,47,1,15,116
860Z200US11953,11953,13249,1886,11363,10941,8567,1846,59,389,7,73,422
860Z200US11954,11954,4318,804,3514,3384,3195,86,5,62,2,34,130
860Z200US11955,11955,3258,410,2848,2717,2271,350,8,66,0,22,131
860Z200US11956,11956,405,38,367,362,355,1,0,3,2,1,5
860Z200US11957,11957,1004,42,962,939,920,2,4,10,0,3,23
860Z200US11958,11958,691,105,586,568,543,13,0,6,0,6,18
860Z200US11959,11959,1657,132,1525,1487,1364,43,14,59,0,7,38
860Z200US11960,11960,1688,148,1540,1494,1459,13,0,16,0,6,46
860Z200US11961,11961,13042,1203,11839,11468,10297,772,14,328,2,55,371
860Z200US11962,11962,1099,82,1017,981,903,17,9,40,0,12,36
860Z200US11963,11963,8384,968,7416,7181,6719,276,19,131,0,36,235
