GEO_ID,NAME,P9_001N,P9_002N,P9_003N,P9_004N,P9_005N,P9_006N,P9_007N,P9_008N,P9_009N,P9_010N,P9_011N
860Z200US52235,52235,858,47,811,782,735,40,0,6,0,1,29
860Z200US52236,52236,570,15,555,543,536,2,1,2,0,2,12
860Z200US52237,52237,1593,19,1574,1542,1526,12,3,1,0,0,32
860Z200US52240,52240,34224,3534,30690,29306,23706,3666,57,1715,5,157,1384
860Z200US52241,52241,22319,1555,20764,19850,14714,3088,36,1940,3,69,914
860Z200US52242,52242,5657,343,5314,5171,4786,89,0,293,0,3,143
860Z200US52245,52245,21874,1272,20602,19688,17451,1117,22,995,3,100,914
860Z200US52246,52246,22829,1550,21279,20291,14363,3049,22,2751,10,96,988
860Z200US52247,52247,5976,189,5787,5662,5582,47,1,18,0,14,125
860Z200US52248,52248,1674,37,1637,1593,1579,8,2,1,0,3,44
860Z200US52249,52249,912,20,892,876,864,3,4,1,0,4,16
860Z200US52251,52251,501,11,490,480,476,3,0,1,0,0,10
860Z200US52252,52252,50,5,45,45,45,0,0,0,0,0,0
860Z200US52253,52253,3356,56,3300,3225,3186,24,3,7,0,5,75
860Z200US52254,52254,878,10,868,843,830,7,0,4,0,2,25
860Z200US52255,52255,1189,17,1172,1142,1134,2,3,3,0,0,30
860Z200US52257,52257,259,6,253,246,244,2,0,0,0,0,7
860Z200US52301,52301,3745,129,3616,3493,3448,8,3,10,0,24,123
860Z200US52302,52302,43130,1335,41795,39995,37629,1266,54,923,13,110,1800
860Z200US52305,52305,663,23,640,616,615,1,0,0,0,0,24
860Z200US52306,52306,1653,38,1615,1570,1540,9,7,8,1,5,45
860Z200US52307,52307,145,0,145,143,139,1,0,3,0,0,2
860Z200US52308,52308,135,14,121,120,120,0,0,0,0,0,1
860Z200US52309,52309,419,3,416,407,405,0,0,1,0,1,9
860Z200US52310,52310,6417,138,6279,6136,6027,48,6,24,0,31,143
860Z200US52312,52312,96,2,94,88,87,1,0,0,0,0,6
860Z200US52313,52313,391,9,382,378,374,0,2,2,0,0,4
860Z200US52314,52314,5937,192,5745,5549,5351,72,11,98,2,15,196
860Z200US52315,52315,1171,17,1154,1110,1099,4,1,3,1,2,44
860Z200US52316,52316,1622,62,1560,1511,1489,11,4,3,0,4,49
860Z200US52317,52317,22096,1281,20815,19785,17756,1293,22,637,13,64,1030
860Z200US52318,52318,908,11,897,868,857,5,0,5,0,1,29
860Z200US52320,52320,1087,7,1080,1060,1044,12,1,1,0,2,20
860Z200US52321,52321,451,8,443,419,409,10,0,0,0,0,24
860Z200US52322,52322,2260,50,2210,2139,2107,10,3,12,2,5,71
860Z200US52323,52323,738,9,729,711,705,0,5,0,0,1,18
860Z200US52324,52324,2476,48,2428,2342,2291,33,0,16,0,2,86
860Z200US52325,52325,815,11,804,769,755,6,1,6,0,1,35
860Z200US52326,52326,565,3,562,545,545,0,0,0,0,0,17
860Z200US52327,52327,3333,91,3242,3164,3129,18,3,6,1,7,78
860Z200US52328,52328,2889,57,2832,2747,2661,23,0,54,0,9,85
860Z200US52329,52329,722,14,708,691,689,1,0,0,1,0,17
860Z200US52330,52330,848,6,842,832,829,3,0,0,0,0,10
860Z200US52332,52332,1995,35,1960,1852,1828,10,0,8,0,6,108
860Z200US52333,52333,7312,105,7207,6978,6898,22,4,43,3,8,229
860Z200US52334,52334,355,4,351,335,331,3,0,0,0,1,16
860Z200US52335,52335,605,17,588,571,560,8,0,3,0,0,17
860Z200US52336,52336,2310,48,2262,2184,2156,4,9,12,3,0,78
860Z200US52337,52337,828,13,815,788,776,7,3,0,0,2,27
860Z200US52338,52338,3457,40,3417,3314,3257,19,5,25,0,8,103
860Z200US52339,52339,4717,1088,3629,3416,2456,47,884,24,0,5,213
860Z200US52340,52340,4810,256,4554,4310,3945,222,13,111,2,17,244
860Z200US52341,52341,1045,11,1034,1006,994,2,0,7,0,3,28
860Z200US52342,52342,3192,475,2717,2600,2382,41,152,20,1,4,117
860Z200US52344,52344,22,0,22,22,22,0,0,0,0,0,0
860Z200US52345,52345,1572,18,1554,1506,1490,8,0,6,1,1,48
860Z200US52346,52346,1094,25,1069,1036,1022,10,0,1,0,3,33
860Z200US52347,52347,1392,23,1369,1339,1324,11,3,1,0,0,30
860Z200US52348,52348,48,2,46,44,44,0,0,0,0,0,2
860Z200US52349,52349,7405,114,7291,7108,6997,42,15,24,0,30,183
860Z200US52351,52351,1380,25,1355,1307,1291,5,0,4,0,7,48
860Z200US52352,52352,1815,10,1805,1753,1741,2,0,4,1,5,52
860Z200US52353,52353,9416,1106,8310,8044,7813,104,8,80,2,37,266
860Z200US52354,52354,355,7,348,339,339,0,0,0,0,0,9
860Z200US52355,52355,267,7,260,255,254,0,0,1,0,0,5
860Z200US52356,52356,2833,80,2753,2680,2650,12,5,1,0,12,73
860Z200US52358,52358,3839,172,3667,3539,3492,19,3,18,1,6,128
860Z200US52359,52359,270,5,265,251,251,0,0,0,0,0,14
860Z200US52361,52361,5018,195,4823,4663,4518,59,18,53,1,14,160
860Z200US52362,52362,920,7,913,892,879,5,7,0,0,1,21
860Z200US52401,52401,2320,128,2192,2017,1460,496,3,50,4,4,175
860Z200US52402,52402,42072,2147,39925,37866,32113,3208,71,2251,99,124,2059
860Z200US52403,52403,23012,818,22194,20901,18534,1969,60,249,24,65,1293
860Z200US52404,52404,43385,2417,40968,38813,31528,6027,89,716,302,151,2155
860Z200US52405,52405,26382,985,25397,24179,21187,2429,54,385,53,71,1218
860Z200US52411,52411,7954,129,7825,7600,7309,78,5,190,5,13,225
860Z200US52501,52501,30313,4199,26114,25200,22509,1431,63,605,515,77,914
860Z200US52530,52530,1028,42,986,963,952,4,1,3,1,2,23
860Z200US52531,52531,5817,107,5710,5569,5509,18,5,13,1,23,141
860Z200US52533,52533,1157,27,1130,1087,1075,4,1,2,3,2,43
860Z200US52534,52534,366,6,360,341,334,0,0,7,0,0,19
860Z200US52535,52535,798,14,784,761,757,2,2,0,0,0,23
860Z200US52536,52536,990,20,970,936,931,1,0,4,0,0,34
860Z200US52537,52537,7248,122,7126,6973,6941,4,6,15,0,7,153
860Z200US52540,52540,1408,29,1379,1344,1328,0,4,3,0,9,35
860Z200US52542,52542,462,5,457,452,448,0,0,4,0,0,5
860Z200US52543,52543,287,2,285,277,274,0,0,0,1,2,8
860Z200US52544,52544,7481,183,7298,7095,6940,74,12,55,0,14,203
860Z200US52548,52548,76,4,72,68,67,0,0,0,1,0,4
860Z200US52549,52549,646,2,644,623,620,0,2,1,0,0,21
860Z200US52550,52550,486,12,474,461,460,1,0,0,0,0,13
860Z200US52551,52551,638,12,626,607,604,0,1,1,0,1,19
860Z200US52552,52552,894,6,888,870,867,0,1,2,0,0,18
860Z200US52553,52553,1639,30,1609,1577,1549,7,1,14,0,6,32
860Z200US52554,52554,1222,31,1191,1147,1145,0,0,0,1,1,44
860Z200US52555,52555,311,3,308,304,301,0,0,3,0,0,4
860Z200US52556,52556,11736,522,11214,10737,10008,222,34,403,2,68,477
860Z200US52557,52557,537,26,511,505,220,179,5,94,4,3,6
860Z200US52560,52560,408,6,402,392,388,1,1,0,0,2,10
860Z200US52561,52561,901,23,878,857,848,4,1,0,0,4,21
860Z200US52562,52562,41,0,41,41,41,0,0,0,0,0,0
860Z200US52563,52563,1423,30,1393,1361,1355,5,0,0,0,1,32
860Z200US52565,52565,1940,33,1907,1874,1852,7,2,13,0,0,33
860Z200US52566,52566,164,2,162,155,147,0,0,1,0,7,7
860Z200US52567,52567,562,12,550,536,535,1,0,0,0,0,14
860Z200US52568,52568,97,4,93,92,92,0,0,0,0,0,1
860Z200US52569,52569,609,6,603,596,590,0,2,1,0,3,7
860Z200US52570,52570,961,24,937,923,913,5,1,3,0,1,14
860Z200US52571,52571,1499,6,1493,1464,1461,0,1,2,0,0,29
860Z200US52572,52572,1206,16,1190,1143,1141,0,0,2,0,0,47
860Z200US52573,52573,158,0,158,158,156,1,0,1,0,0,0
860Z200US52574,52574,699,6,693,685,681,0,4,0,0,0,8
860Z200US52576,52576,556,12,544,534,529,4,0,1,0,0,10
860Z200US52577,52577,14974,398,14576,14025,13378,361,28,224,14,20,551
860Z200US52580,52580,441,9,432,423,420,2,0,0,0,1,9
860Z200US52581,52581,277,5,272,266,262,1,0,3,0,0,6
860Z200US52583,52583,312,0,312,308,308,0,0,0,0,0,4
860Z200US52584,52584,505,4,501,493,490,1,2,0,0,0,8
860Z200US52585,52585,940,24,916,886,886,0,0,0,0,0,30
860Z200US52586,52586,496,2,494,486,481,2,0,0,0,3,8
860Z200US52588,52588,141,0,141,138,137,1,0,0,0,0,3
860Z200US52590,52590,1503,14,1489,1440,1429,0,5,5,0,1,49
860Z200US52591,52591,2993,49,2944,2857,2827,20,3,6,0,1,87
860Z200US52593,52593,110,1,109,109,107,0,0,2,0,0,0
860Z200US52594,52594,371,4,367,362,361,0,0,1,0,0,5
860Z200US52595,52595,428,6,422,392,382,2,3,2,0,3,30
860Z200US52601,52601,27899,980,26919,25506,22812,2286,59,244,12,93,1413
860Z200US52619,52619,553,9,544,535,528,2,1,0,1,3,9
860Z200US52620,52620,878,10,868,853,849,2,0,1,0,1,15
860Z200US52621,52621,681,24,657,633,620,7,1,3,0,2,24
860Z200US52623,52623,1989,22,1967,1902,1869,6,1,8,2,16,65
860Z200US52624,52624,354,7,347,340,332,7,1,0,0,0,7
860Z200US52625,52625,2498,37,2461,2396,2382,8,0,3,0,3,65
860Z200US52626,52626,1222,20,1202,1161,1158,1,1,0,0,1,41
860Z200US52627,52627,12350,702,11648,11118,10513,476,27,64,2,36,530
860Z200US52630,52630,375,4,371,358,354,0,0,1,1,2,13
860Z200US52631,52631,75,3,72,69,69,0,0,0,0,0,3
860Z200US52632,52632,12006,247,11759,11123,10650,368,14,66,5,20,636
860Z200US52635,52635,634,13,621,601,595,1,2,0,0,3,20
860Z200US52637,52637,2651,43,2608,2520,2484,25,0,5,0,6,88
860Z200US52638,52638,546,6,540,525,514,5,0,5,0,1,15
860Z200US52639,52639,1847,40,1807,1749,1717,25,3,4,0,0,58
860Z200US52640,52640,1331,73,1258,1226,1220,2,0,4,0,0,32
860Z200US52641,52641,12920,883,12037,11634,10666,455,45,414,6,48,403
860Z200US52644,52644,373,8,365,348,343,1,1,3,0,0,17
860Z200US52645,52645,3211,57,3154,3044,2991,28,7,11,2,5,110
860Z200US52646,52646,415,9,406,387,380,4,0,2,0,1,19
860Z200US52647,52647,192,9,183,176,167,7,1,1,0,0,7
860Z200US52649,52649,883,14,869,853,840,2,0,3,0,8,16
860Z200US52650,52650,813,5,808,799,795,1,0,3,0,0,9
860Z200US52651,52651,613,7,606,588,575,9,2,1,0,1,18
860Z200US52652,52652,55,0,55,54,52,0,0,2,0,0,1
860Z200US52653,52653,3427,247,3180,3071,3031,22,5,10,0,3,109
860Z200US52654,52654,1630,44,1586,1547,1527,0,1,11,0,8,39
860Z200US52655,52655,4438,180,4258,4054,3729,174,7,128,6,10,204
860Z200US52656,52656,2351,25,2326,2259,2247,6,1,1,0,4,67
860Z200US52657,52657,109,0,109,106,105,1,0,0,0,0,3
860Z200US52658,52658,957,36,921,909,903,4,1,1,0,0,12
860Z200US52659,52659,1499,78,1421,1368,1343,8,5,8,0,4,53
860Z200US52660,52660,214,4,210,205,199,0,0,4,0,2,5
860Z200US52701,52701,113,0,113,107,106,0,0,1,0,0,6
860Z200US52720,52720,842,36,806,780,771,3,0,1,0,5,26
860Z200US52721,52721,727,7,720,702,695,0,0,7,0,0,18
860Z200US52722,52722,40629,2095,38534,36946,32878,1429,66,2430,13,130,1588
860Z200US52726,52726,4585,148,4437,4321,4263,23,6,18,0,11,116
860Z200US52727,52727,372,2,370,361,361,0,0,0,0,0,9
860Z200US52728,52728,1037,70,967,917,908,1,1,5,0,2,50
860Z200US52729,52729,775,14,761,742,738,2,1,1,0,0,19
860Z200US52730,52730,5009,116,4893,4709,4630,34,11,21,1,12,184
860Z200US52731,52731,835,36,799,776,770,0,0,1,0,5,23
860Z200US52732,52732,25808,1072,24736,23502,21955,1210,69,190,9,69,1234
860Z200US52737,52737,392,220,172,169,153,4,2,7,0,3,3
860Z200US52738,52738,3404,1053,2351,2297,2016,38,1,236,0,6,54
860Z200US52739,52739,679,207,472,452,419,18,0,12,0,3,20
860Z200US52742,52742,7651,210,7441,7253,7098,106,10,27,0,12,188
860Z200US52745,52745,561,13,548,502,496,3,0,1,0,2,46
860Z200US52746,52746,933,18,915,879,868,2,3,0,0,6,36
860Z200US52747,52747,2178,48,2130,2074,2040,11,10,2,1,10,56
860Z200US52748,52748,9942,365,9577,9255,8896,256,13,61,4,25,322
860Z200US52749,52749,958,58,900,879,873,2,0,0,0,4,21
860Z200US52750,52750,593,4,589,579,576,2,1,0,0,0,10
860Z200US52751,52751,1066,23,1043,1008,1001,3,1,3,0,0,35
860Z200US52752,52752,405,45,360,350,344,6,0,0,0,0,10
860Z200US52753,52753,6176,199,5977,5734,5532,104,9,67,0,22,243
860Z200US52754,52754,1318,34,1284,1255,1247,3,1,3,0,1,29
860Z200US52755,52755,1996,100,1896,1837,1814,9,2,9,0,3,59
860Z200US52756,52756,2178,47,2131,2088,2070,11,0,1,1,5,43
860Z200US52757,52757,247,5,242,236,236,0,0,0,0,0,6
860Z200US52758,52758,231,3,228,219,219,0,0,0,0,0,9
860Z200US52759,52759,132,8,124,120,118,0,0,1,0,1,4
860Z200US52760,52760,579,10,569,550,543,4,0,3,0,0,19
860Z200US52761,52761,30530,4906,25624,24741,23318,1014,48,285,0,76,883
860Z200US52765,52765,436,16,420,402,399,0,1,0,0,2,18
860Z200US52766,52766,735,53,682,667,654,4,2,6,0,1,15
860Z200US52767,52767,397,8,389,382,375,0,0,5,0,2,7
860Z200US52768,52768,1394,40,1354,1315,1295,10,2,1,1,6,39
860Z200US52769,52769,679,18,661,648,639,4,2,1,1,1,13
860Z200US52771,52771,46,0,46,45,45,0,0,0,0,0,1
860Z200US52772,52772,5129,125,5004,4882,4823,19,11,12,0,17,122
860Z200US52773,52773,2301,65,2236,2170,2138,11,1,7,0,13,66
860Z200US52774,52774,118,0,118,116,114,0,0,1,0,1,2
860Z200US52776,52776,5128,2350,2778,2691,2569,22,5,82,0,13,87
860Z200US52777,52777,1322,30,1292,1240,1231,1,5,2,0,1,52
860Z200US52778,52778,4088,153,3935,3794,3745,16,4,19,0,10,141
860Z200US52801,52801,1446,74,1372,1305,957,319,4,21,0,4,67
860Z200US52802,52802,9967,1373,8594,7925,6711,1061,50,77,2,24,669
860Z200US52803,52803,22896,2269,20627,19189,15859,2978,44,250,5,53,1438
860Z200US52804,52804,25836,2270,23566,22090,18832,2538,53,585,18,64,1476
860Z200US52806,52806,28191,2167,26024,24353,20035,3385,61,777,9,86,1671
860Z200US52807,52807,15851,895,14956,14280,12108,1568,12,522,2,68,676
860Z200US53001,53001,1857,52,1805,1752,1728,4,4,10,0,6,53
860Z200US53002,53002,2436,102,2334,2284,2245,0,8,21,1,9,50
860Z200US53003,53003,181,12,169,164,162,1,0,0,0,1,5
860Z200US53004,53004,3469,201,3268,3170,3086,24,7,46,0,7,98
860Z200US53005,53005,21433,831,20602,19791,17363,396,35,1918,6,73,811
860Z200US53006,53006,1767,72,1695,1651,1641,6,0,4,0,0,44
860Z200US53007,53007,1787,79,1708,1628,1439,117,12,54,1,5,80
860Z200US53010,53010,7497,137,7360,7209,7145,18,11,24,1,10,151
860Z200US53011,53011,2259,80,2179,2133,2113,4,2,6,0,8,46
860Z200US53012,53012,19027,438,18589,18048,17590,144,21,242,3,48,541
860Z200US53013,53013,3338,145,3193,3108,3059,9,4,25,0,11,85
860Z200US53014,53014,8073,557,7516,7317,7203,24,27,25,18,20,199
860Z200US53015,53015,2625,234,2391,2330,2277,5,4,44,0,0,61
860Z200US53016,53016,405,28,377,369,352,5,5,7,0,0,8
860Z200US53017,53017,5496,90,5406,5263,5145,44,5,59,0,10,143
860Z200US53018,53018,7396,199,7197,6991,6828,41,9,97,2,14,206
860Z200US53019,53019,1942,127,1815,1757,1740,2,5,5,0,5,58
860Z200US53020,53020,3474,55,3419,3348,3319,3,5,17,0,4,71
860Z200US53021,53021,4715,203,4512,4414,4338,43,9,11,1,12,98
860Z200US53022,53022,19935,638,19297,18627,17040,611,47,886,2,41,670
860Z200US53023,53023,1409,52,1357,1330,1316,1,4,5,0,4,27
860Z200US53024,53024,18291,536,17755,17259,16505,177,36,481,5,55,496
860Z200US53027,53027,23254,1102,22152,21500,20990,175,45,190,5,95,652
860Z200US53029,53029,21239,671,20568,19892,19298,122,43,377,11,41,676
860Z200US53031,53031,74,12,62,61,61,0,0,0,0,0,1
860Z200US53032,53032,4933,236,4697,4548,4471,33,18,19,2,5,149
860Z200US53033,53033,5502,84,5418,5334,5222,21,5,62,1,23,84
860Z200US53034,53034,1733,40,1693,1626,1583,7,23,7,0,6,67
860Z200US53035,53035,2282,42,2240,2167,2152,5,5,5,0,0,73
860Z200US53036,53036,3540,104,3436,3363,3316,11,2,22,1,11,73
860Z200US53037,53037,10072,234,9838,9565,9326,89,8,106,5,31,273
860Z200US53038,53038,4372,415,3957,3798,3694,26,3,51,1,23,159
860Z200US53039,53039,4582,325,4257,4157,4046,69,16,11,0,15,100
860Z200US53040,53040,8358,231,8127,7905,7757,67,16,46,3,16,222
860Z200US53042,53042,6886,191,6695,6557,6465,30,17,35,1,9,138
860Z200US53044,53044,2404,58,2346,2269,2125,11,1,121,0,11,77
860Z200US53045,53045,23651,783,22868,22095,18307,462,29,3203,3,91,773
860Z200US53046,53046,1355,39,1316,1252,1175,15,4,58,0,0,64
860Z200US53047,53047,164,1,163,162,161,1,0,0,0,0,1
860Z200US53048,53048,3542,185,3357,3278,3210,32,12,17,0,7,79
860Z200US53049,53049,2536,75,2461,2412,2390,6,5,9,0,2,49
860Z200US53050,53050,7071,299,6772,6578,6481,29,15,34,2,17,194
860Z200US53051,53051,38562,1251,37311,36004,32022,1432,79,2349,9,113,1307
860Z200US53057,53057,1552,33,1519,1491,1478,5,2,5,0,1,28
860Z200US53058,53058,3340,100,3240,3145,3077,20,0,40,2,6,95
860Z200US53059,53059,1774,63,1711,1639,1614,3,4,5,3,10,72
860Z200US53061,53061,5055,145,4910,4810,4723,28,26,11,9,13,100
860Z200US53063,53063,1501,37,1464,1424,1390,8,6,12,1,7,40
860Z200US53065,53065,2128,47,2081,2021,1991,9,6,15,0,0,60
860Z200US53066,53066,36595,1207,35388,34370,33657,212,60,334,9,98,1018
860Z200US53069,53069,732,14,718,687,677,4,1,2,2,1,31
860Z200US53070,53070,4893,183,4710,4597,4502,21,8,37,0,29,113
860Z200US53072,53072,26687,901,25786,24982,23265,327,44,1273,5,68,804
860Z200US53073,53073,16286,678,15608,15203,14260,622,93,176,2,50,405
860Z200US53074,53074,13379,500,12879,12463,12018,246,34,132,2,31,416
860Z200US53075,53075,3219,111,3108,3065,3028,6,6,19,0,6,43
860Z200US53076,53076,3760,70,3690,3607,3484,32,10,69,1,11,83
860Z200US53078,53078,1858,24,1834,1798,1779,3,5,6,0,5,36
860Z200US53079,53079,1534,36,1498,1484,1478,3,2,0,1,0,14
860Z200US53080,53080,5457,233,5224,5075,4932,50,18,58,2,15,149
860Z200US53081,53081,43465,5315,38150,36583,30275,1358,166,4650,13,121,1567
860Z200US53083,53083,21768,1406,20362,19674,17660,315,46,1571,3,79,688
860Z200US53085,53085,11671,467,11204,10935,10588,82,20,215,3,27,269
860Z200US53086,53086,9209,299,8910,8643,8473,52,14,81,0,23,267
860Z200US53088,53088,279,2,277,274,271,0,2,0,0,1,3
860Z200US53089,53089,19657,597,19060,18494,17631,218,33,542,8,62,566
860Z200US53090,53090,21478,890,20588,20058,19602,232,50,130,2,42,530
860Z200US53091,53091,2013,57,1956,1929,1905,11,4,4,0,5,27
860Z200US53092,53092,21052,735,20317,19645,18134,570,22,876,0,43,672
860Z200US53093,53093,1937,49,1888,1846,1816,3,3,19,0,5,42
860Z200US53094,53094,18510,1732,16778,16211,15723,251,51,136,6,44,567
860Z200US53095,53095,27269,1090,26179,25362,24541,347,68,301,8,97,817
860Z200US53097,53097,7380,275,7105,6865,6052,230,17,428,1,137,240
860Z200US53098,53098,11562,701,10861,10598,10383,63,28,95,3,26,263
860Z200US53099,53099,38,1,37,37,37,0,0,0,0,0,0
860Z200US53103,53103,3833,108,3725,3590,3522,18,11,15,0,24,135
860Z200US53104,53104,5950,332,5618,5375,5241,45,17,51,0,21,243
860Z200US53105,53105,29654,1920,27734,26825,26310,204,42,207,11,51,909
860Z200US53108,53108,3317,279,3038,2938,2837,27,17,36,0,21,100
860Z200US53110,53110,18204,2798,15406,14599,13367,755,132,288,4,53,807
860Z200US53114,53114,2491,470,2021,1922,1874,21,3,13,0,11,99
860Z200US53115,53115,15884,3604,12280,11840,11507,140,40,119,2,32,440
860Z200US53118,53118,7085,220,6865,6661,6583,16,21,34,0,7,204
860Z200US53119,53119,5751,192,5559,5421,5330,32,13,26,0,20,138
860Z200US53120,53120,10024,338,9686,9455,9298,65,20,39,0,33,231
860Z200US53121,53121,19222,1794,17428,16811,16444,122,34,161,0,50,617
860Z200US53122,53122,6578,221,6357,6117,5881,51,5,157,3,20,240
860Z200US53125,53125,3405,257,3148,3107,2943,91,6,63,2,2,41
860Z200US53126,53126,6889,419,6470,6228,6028,77,14,76,2,31,242
860Z200US53127,53127,152,9,143,137,132,3,1,1,0,0,6
860Z200US53128,53128,9064,901,8163,7849,7712,39,36,28,3,31,314
860Z200US53129,53129,14793,1151,13642,13152,12203,225,48,632,7,37,490
860Z200US53130,53130,7743,602,7141,6874,6549,154,14,137,0,20,267
860Z200US53132,53132,36166,2418,33748,32704,27982,1814,98,2700,2,108,1044
860Z200US53137,53137,1702,67,1635,1616,1594,3,3,14,1,1,19
860Z200US53139,53139,2909,114,2795,2701,2677,10,0,9,0,5,94
860Z200US53140,53140,30571,6418,24153,22724,18674,3542,80,309,10,109,1429
860Z200US53142,53142,33146,4490,28656,27126,24101,1769,59,1091,9,97,1530
860Z200US53143,53143,22702,4804,17898,16699,13678,2674,58,198,24,67,1199
860Z200US53144,53144,26702,5162,21540,20443,16982,2806,60,510,12,73,1097
860Z200US53146,53146,7677,387,7290,7106,6843,49,21,163,3,27,184
860Z200US53147,53147,17859,2295,15564,14992,14572,108,32,224,0,56,572
860Z200US53149,53149,19644,769,18875,18199,17853,90,35,164,2,55,676
860Z200US53150,53150,25804,909,24895,24105,23603,75,51,305,5,66,790
860Z200US53151,53151,32535,1431,31104,30206,27868,444,76,1730,10,78,898
860Z200US53153,53153,2559,73,2486,2411,2366,4,13,16,0,12,75
860Z200US53154,53154,36497,3448,33049,31786,27799,1228,155,2508,7,89,1263
860Z200US53156,53156,2972,220,2752,2685,2657,8,10,2,1,7,67
860Z200US53157,53157,80,10,70,69,68,1,0,0,0,0,1
860Z200US53158,53158,17559,1557,16002,15244,14187,495,36,454,4,68,758
860Z200US53167,53167,383,18,365,346,344,0,0,1,1,0,19
860Z200US53168,53168,8687,502,8185,7860,7738,33,15,54,3,17,325
860Z200US53170,53170,2362,114,2248,2154,2113,16,9,8,0,8,94
860Z200US53172,53172,20795,2704,18091,17269,16062,684,131,318,1,73,822
860Z200US53176,53176,137,20,117,110,109,0,0,0,0,1,7
860Z200US53177,53177,8482,853,7629,7315,5904,1172,55,142,4,38,314
860Z200US53178,53178,2703,72,2631,2552,2510,13,6,7,0,16,79
860Z200US53179,53179,6206,385,5821,5543,5416,31,16,49,5,26,278
860Z200US53181,53181,7696,415,7281,7032,6936,27,15,33,0,21,249
860Z200US53182,53182,9422,439,8983,8672,8306,208,51,71,0,36,311
860Z200US53183,53183,3110,132,2978,2905,2839,9,5,43,0,9,73
860Z200US53184,53184,4096,580,3516,3379,3299,31,7,32,0,10,137
860Z200US53185,53185,18761,705,18056,17553,17290,55,36,122,2,48,503
860Z200US53186,53186,32332,4673,27659,26554,24109,979,94,1257,16,99,1105
860Z200US53188,53188,35552,3900,31652,30443,28465,885,77,913,15,88,1209
860Z200US53189,53189,26846,2271,24575,23719,22386,640,46,556,12,79,856
860Z200US53190,53190,19459,2480,16979,16471,15340,645,56,391,6,33,508
860Z200US53191,53191,3257,188,3069,3007,2937,15,15,30,0,10,62
860Z200US53192,53192,211,17,194,190,189,1,0,0,0,0,4
860Z200US53195,53195,120,13,107,99,96,0,1,2,0,0,8
860Z200US53202,53202,27897,1780,26117,25107,21352,2018,51,1493,4,189,1010
860Z200US53203,53203,2180,162,2018,1889,1454,274,8,125,0,28,129
860Z200US53204,53204,39728,27327,12401,11513,5825,3961,265,1301,14,147,888
860Z200US53205,53205,9397,607,8790,8479,591,7243,27,578,2,38,311
860Z200US53206,53206,22816,754,22062,21424,437,20717,54,127,2,87,638
860Z200US53207,53207,34292,6023,28269,26756,24824,1000,183,604,14,131,1513
860Z200US53208,53208,29644,2727,26917,25526,8623,13628,181,2960,12,122,1391
860Z200US53209,53209,44586,2107,42479,40806,9432,30217,95,864,9,189,1673
860Z200US53210,53210,25588,1433,24155,23193,4187,18293,49,516,5,143,962
860Z200US53211,53211,36327,2121,34206,32655,28703,1547,65,1861,11,468,1551
860Z200US53212,53212,28702,2962,25740,24403,10436,13371,95,304,5,192,1337
860Z200US53213,53213,26469,1380,25089,23979,21868,1261,73,660,6,111,1110
860Z200US53214,53214,34297,6931,27366,25696,21973,2576,304,678,8,157,1670
860Z200US53215,53215,59359,40777,18582,17253,10530,3288,382,2841,22,190,1329
860Z200US53216,53216,30109,1171,28938,27981,2646,24447,73,664,7,144,957
860Z200US53217,53217,30559,1362,29197,27966,24579,1636,39,1561,18,133,1231
860Z200US53218,53218,38488,1750,36738,35498,3524,27716,123,3935,8,192,1240
860Z200US53219,53219,34925,8936,25989,24586,21293,1811,295,1057,14,116,1403
860Z200US53220,53220,26869,5269,21600,20464,17522,1225,158,1466,6,87,1136
860Z200US53221,53221,39560,9951,29609,28226,21026,2463,221,4338,7,171,1383
860Z200US53222,53222,25422,1452,23970,22665,14014,7382,64,1055,18,132,1305
860Z200US53223,53223,28884,1490,27394,26240,7796,15341,72,2896,13,122,1154
860Z200US53224,53224,20786,1713,19073,18289,4190,12228,33,1713,4,121,784
860Z200US53225,53225,25138,1364,23774,22681,6337,14019,68,2140,9,108,1093
860Z200US53226,53226,19921,1053,18868,18036,15916,1182,37,823,6,72,832
860Z200US53227,53227,23310,2875,20435,19419,17034,1330,119,817,3,116,1016
860Z200US53228,53228,15341,1623,13718,13162,11863,542,50,666,1,40,556
860Z200US53233,53233,15531,1645,13886,13368,7544,4505,55,1189,11,64,518
860Z200US53235,53235,9175,1144,8031,7655,7062,312,63,176,2,40,376
860Z200US53295,53295,114,17,97,94,68,25,0,1,0,0,3
860Z200US53402,53402,33621,4673,28948,27366,23377,3296,86,453,9,145,1582
860Z200US53403,53403,26269,6609,19660,18391,11579,6438,49,206,10,109,1269
860Z200US53404,53404,15532,4852,10680,9867,5499,4152,53,68,2,93,813
860Z200US53405,53405,25561,4764,20797,19515,15385,3690,72,253,3,112,1282
860Z200US53406,53406,27078,2813,24265,23104,18957,3286,66,667,3,125,1161
860Z200US53501,53501,144,4,140,130,129,1,0,0,0,0,10
860Z200US53502,53502,2615,48,2567,2484,2453,12,7,11,0,1,83
860Z200US53503,53503,1923,31,1892,1832,1804,7,2,7,0,12,60
860Z200US53504,53504,1977,37,1940,1885,1870,0,3,6,0,6,55
860Z200US53505,53505,398,20,378,373,371,0,0,2,0,0,5
860Z200US53506,53506,999,19,980,934,920,5,1,8,0,0,46
860Z200US53507,53507,2313,37,2276,2214,2198,7,0,6,1,2,62
860Z200US53508,53508,5477,152,5325,5140,5066,32,3,33,0,6,185
